1617485958.000000, 1617485958.000000, 1617485958.000000
32.000000, 32.000000, 32.000000
6,-5,64
6,-4,63
7,-4,63
5,-4,63
6,-4,63
5,-4,64
6,-5,64
6,-5,63
6,-4,64
7,-4,64
6,-4,63
6,-4,63
7,-4,63
6,-4,63
5,-4,63
6,-4,63
6,-5,64
6,-5,63
6,-5,63
6,-5,63
6,-5,64
5,-5,62
6,-4,63
6,-4,64
6,-4,64
7,-4,64
7,-4,64
6,-4,64
7,-4,64
7,-4,63
6,-4,62
6,-4,63
6,-5,63
6,-5,63
7,-4,65
8,-5,65
8,-4,65
9,-4,65
8,-4,64
7,-5,64
8,-5,64
8,-5,64
7,-5,64
8,-5,65
6,-6,62
6,-6,61
5,-5,62
4,-7,61
5,-7,61
4,-8,58
5,-10,59
5,-12,61
7,-14,62
6,-13,61
6,-12,57
12,-13,61
9,-12,58
12,-14,60
13,-13,62
13,-13,62
13,-14,63
14,-15,65
12,-19,65
10,-19,64
10,-21,63
8,-22,61
8,-23,60
8,-24,59
7,-26,60
8,-27,61
9,-26,61
10,-26,60
9,-24,58
9,-24,56
8,-22,55
10,-22,54
9,-24,53
8,-23,52
15,-27,60
14,-29,63
16,-30,65
16,-27,62
17,-26,61
15,-24,59
15,-23,58
16,-24,59
15,-26,59
13,-26,57
8,-28,53
5,-27,48
5,-26,46
0,-28,40
1,-32,41
0,-36,39
4,-45,39
5,-48,40
3,-49,38
-5,-50,29
5,-57,30
5,-59,29
6,-68,24
7,-76,15
8,-79,12
17,-79,11
21,-77,12
26,-73,14
23,-69,15
19,-67,13
16,-65,14
16,-64,14
17,-60,16
14,-58,16
12,-56,14
13,-58,15
12,-59,17
9,-62,16
9,-72,15
10,-80,16
9,-79,14
9,-69,12
11,-66,12
12,-62,13
13,-62,14
15,-56,16
13,-54,14
13,-59,12
15,-66,13
14,-71,9
15,-71,10
15,-70,10
14,-60,9
14,-60,9
16,-58,10
15,-57,9
13,-57,8
11,-55,7
11,-56,6
14,-57,7
16,-58,8
15,-58,8
14,-58,5
13,-61,3
15,-73,1
20,-69,11
23,-60,13
24,-56,18
25,-62,21
20,-70,21
7,-70,15
-2,-69,13
-3,-72,16
3,-73,16
3,-59,12
-1,-55,8
0,-57,8
6,-66,8
9,-68,10
13,-65,11
12,-63,11
7,-58,10
0,-55,5
-6,-54,2
-7,-53,2
-3,-53,3
8,-55,5
10,-54,6
7,-57,6
8,-60,6
9,-62,8
16,-64,13
20,-69,15
19,-71,17
23,-80,18
23,-84,18
23,-106,6
29,-114,3
32,-100,-1
24,-95,-9
16,-85,-1
8,-74,-4
22,-59,-2
50,-17,43
42,-11,49
38,-26,35
36,-42,21
44,-54,22
57,-92,17
51,-106,-10
45,-103,-11
30,-79,-18
12,-74,-35
-23,-60,-46
-48,-68,-35
-53,-73,-41
-38,-93,-29
-36,-121,-15
-17,-128,-12
59,-128,8
106,-128,42
40,-128,3
80,-128,17
127,-24,85
112,3,44
-10,57,45
12,46,41
35,49,48
32,35,45
28,32,38
54,9,40
87,-33,35
127,-48,51
127,-128,73
127,-128,41
127,-128,-26
22,-128,-3
-2,-94,-1
-33,-57,-36
-46,-48,-47
-65,-22,-52
-62,-23,-36
-62,-34,-32
-34,-23,-23
-25,-29,-6
-47,-63,25
127,-128,127
127,-128,127
111,-82,69
88,-12,68
20,31,40
-18,39,16
-3,26,23
-5,23,28
-5,20,20
-1,18,19
1,20,24
13,18,28
57,8,53
101,15,78
127,-61,105
127,-128,65
106,-108,11
34,-67,21
19,-55,7
-23,-38,-26
-57,-21,-52
-79,6,-62
-26,-21,-36
-33,-22,-34
-40,-38,-20
-41,-60,12
127,-128,124
127,-128,127
127,-63,115
64,45,71
29,30,48
-19,19,19
-16,20,10
-12,22,13
-16,32,16
-20,41,13
-1,49,23
13,47,37
116,64,88
127,6,124
127,-106,81
118,-105,28
58,-70,31
19,-77,5
-41,-48,-25
-49,-45,-31
-65,-34,-37
-58,-33,-35
-37,-41,-15
25,-84,75
127,-128,127
127,-128,98
127,-12,84
56,63,61
-40,46,7
-42,37,8
-12,-1,17
-14,11,17
-12,29,22
-4,30,24
-5,32,23
27,60,41
100,58,69
127,23,127
127,-128,39
127,-128,9
74,-90,35
41,-83,22
-27,-67,-12
-56,-50,-32
-73,-6,-45
-47,-30,-43
-29,-31,-39
-16,-24,-25
-23,-28,-23
41,-101,78
127,-128,127
127,-128,63
106,43,69
72,54,60
-29,38,-5
-32,35,0
7,24,8
-6,41,5
-11,41,5
-11,39,3
-12,37,9
1,43,21
70,62,55
127,65,114
127,-110,126
127,-128,65
61,-103,26
33,-73,29
3,-52,13
-46,-42,-24
-59,-32,-55
-51,-25,-52
-19,-34,-36
-15,-31,-33
-25,-40,-26
-54,-48,-26
127,-128,120
127,-128,127
127,-63,106
76,53,78
40,29,55
-13,30,13
-13,28,2
-18,26,0
-13,30,7
-12,34,9
-5,48,-1
5,56,-9
49,66,17
127,74,105
127,23,117
127,-128,36
122,-127,27
54,-90,40
-8,-52,9
-54,-39,-19
-87,-15,-52
-70,-22,-49
-29,-29,-16
-13,-42,-6
13,-63,44
127,-128,127
127,-120,127
127,-12,119
127,14,99
49,35,37
-16,1,4
-21,-3,-2
-13,-1,-9
-19,0,-16
-17,6,-23
-18,40,0
5,66,30
-8,108,21
5,127,25
33,127,7
18,127,43
1,101,37
-4,34,29
16,10,37
3,-32,10
36,-17,7
35,0,-4
16,-5,-23
18,5,3
26,52,67
23,73,81
-53,90,112
-83,125,110
-38,106,114
-9,63,83
-20,36,60
23,13,-3
-22,-4,-44
-39,-14,-45
-38,-7,-32
-36,-5,-18
-12,12,17
-33,119,67
-32,104,117
-93,88,48
-93,97,21
-62,63,34
-29,22,-3
-15,9,-35
31,-33,-51
47,-42,-51
46,-40,-46
60,-44,4
40,-43,20
33,-78,46
100,-89,63
127,-128,75
127,-62,106
127,3,88
25,69,28
5,46,34
-10,26,17
-20,21,4
-1,28,2
14,43,4
4,52,-2
3,105,10
22,108,23
55,111,1
127,60,113
127,-2,109
127,-128,-17
127,-109,3
53,-84,41
21,-44,45
3,-28,24
-45,-22,21
-29,-15,12
58,-10,15
20,-9,-4
38,15,18
16,94,85
-20,105,63
-26,90,101
-34,52,42
-19,30,20
1,-1,20
-18,-7,4
-13,-25,-18
22,-8,3
-6,5,11
-30,1,4
-21,15,3
-39,126,-1
-43,127,10
-71,127,10
-40,127,58
-14,104,61
-28,51,9
-25,21,-1
8,-51,36
18,-67,18
26,-64,12
26,-47,0
41,-34,-6
56,13,42
106,100,101
127,102,127
127,46,127
127,33,127
79,37,59
26,36,16
54,16,27
20,25,12
0,37,-6
7,71,-2
25,75,7
31,111,-13
82,90,10
127,90,39
127,43,72
127,-54,59
127,-126,33
53,-72,41
39,-65,36
-12,-48,14
-38,-46,-3
-68,-41,-38
-49,-45,-38
-23,-52,-28
-11,-64,-20
-15,-73,-10
127,-128,77
127,-128,122
127,-83,97
106,25,73
32,52,58
16,22,29
0,27,20
-15,31,18
-5,47,23
-6,55,23
4,63,17
25,63,19
89,55,35
127,44,85
127,-28,64
127,-128,-4
127,-102,17
62,-100,50
2,-71,15
-26,-55,-4
-83,-45,-28
-79,-45,-33
-56,-53,-32
-17,-68,-30
-9,-69,-27
34,-119,35
119,-128,61
127,-128,86
127,-107,97
127,-25,92
33,23,53
23,25,41
4,27,42
0,46,41
0,65,33
18,79,28
35,75,32
109,38,54
127,25,53
127,-9,93
127,-128,70
127,-128,31
65,-124,27
16,-107,32
-49,-78,-12
-73,-57,-35
-81,-51,-42
-62,-62,-38
-43,-82,-35
-15,-95,-43
-12,-101,-36
60,-128,18
127,-128,79
127,-128,75
127,-69,75
110,-42,77
58,-6,58
22,24,55
14,33,66
-3,52,50
0,62,45
28,55,62
81,36,65
102,17,62
127,-21,58
127,-48,63
127,-128,64
90,-128,-14
43,-128,0
6,-76,5
-27,-63,-14
-55,-56,-32
-70,-47,-43
-68,-47,-39
-49,-79,-35
-42,-85,-32
-13,-128,-21
127,-128,45
127,-128,82
127,-113,77
127,-71,80
58,14,66
33,33,61
16,45,75
-3,58,52
2,63,40
25,67,48
53,57,58
113,19,53
127,-22,76
127,-60,82
127,-128,40
127,-128,39
98,-128,7
-15,-113,-3
-47,-98,-7
-78,-63,-31
-76,-51,-37
-60,-54,-33
-36,-63,-33
-24,-64,-31
-7,-77,-22
-2,-84,-12
84,-128,37
127,-128,59
127,-128,68
127,-59,83
98,-25,68
39,27,45
22,38,48
10,46,60
1,56,32
1,59,32
36,45,46
51,30,39
68,8,23
127,3,73
127,-43,91
127,-128,20
127,-128,-9
49,-111,10
11,-80,14
-14,-68,0
-76,-47,-35
-88,-30,-44
-72,-30,-32
-34,-40,-16
-24,-44,-16
-20,-69,15
67,-128,79
127,-128,127
127,-128,94
81,19,69
32,39,42
14,28,29
-6,29,12
-14,28,8
-14,30,7
-16,40,10
-13,43,14
3,41,18
27,43,29
127,64,114
127,-128,102
127,-128,52
73,-79,28
63,-75,34
10,-41,18
-26,-45,-25
-45,-40,-45
-57,-15,-64
-45,-16,-54
-10,-29,-21
-11,-38,-22
-27,-58,-22
50,-119,60
127,-128,127
127,-128,104
77,-69,73
60,48,62
4,19,35
-2,28,23
-20,24,8
-20,26,4
-12,35,4
-6,38,11
0,38,14
8,43,20
28,36,29
127,72,115
127,-91,127
127,-128,62
55,-86,31
56,-84,42
20,-54,14
-38,-43,-33
-53,-49,-42
-50,-32,-42
-45,-29,-39
-23,-33,-28
-22,-36,-27
-20,-61,24
127,-128,127
127,-128,127
91,-28,77
65,47,61
18,14,37
-12,26,6
-16,24,-1
-17,26,-5
-16,28,-5
-12,41,2
-7,48,3
-6,54,2
30,85,25
127,81,102
127,-69,127
127,-128,49
76,-84,42
54,-68,40
24,-50,26
-27,-42,-21
-50,-38,-43
-69,-15,-69
-23,-25,-47
13,-53,-26
-20,-52,-38
-30,-62,-31
30,-116,61
127,-128,127
127,-128,127
118,36,86
65,66,72
6,19,28
-16,28,9
-12,15,6
-14,30,3
-16,38,4
-11,47,5
10,69,5
24,66,18
123,36,68
127,39,103
127,-60,114
127,-128,27
71,-62,37
53,-59,34
26,-52,13
-36,-25,-22
-51,-51,-41
-53,-45,-44
-30,-44,-39
-22,-44,-37
-19,-40,-16
-35,-59,11
127,-128,127
127,-128,110
127,-53,93
66,48,68
45,21,54
-5,21,19
-4,21,7
-6,27,4
0,47,1
16,55,4
22,68,13
67,61,16
119,82,25
127,127,80
127,105,79
127,68,63
115,-2,31
54,-20,12
41,-48,14
47,-45,24
-3,-46,-15
-6,-42,-21
1,-29,13
26,-4,15
52,28,28
26,94,70
-41,121,56
8,127,90
14,87,107
-7,61,89
-25,36,11
-14,29,-6
-5,6,-19
-24,-1,-15
-26,1,-5
-10,9,-9
-14,11,-15
-10,38,11
-28,88,63
-40,124,44
-28,127,64
-16,127,70
11,91,50
16,53,15
-2,27,-9
-16,-11,-17
-7,-28,3
44,-9,22
57,5,16
52,21,27
47,50,89
38,69,94
-62,127,82
19,123,99
-12,50,27
-20,-6,-1
-29,-13,-22
-8,-5,-42
6,0,-39
11,7,-23
21,50,-11
34,58,10
67,91,31
49,100,24
127,83,14
127,42,-24
127,-8,-13
127,-45,-21
105,-55,8
58,-43,2
29,-29,6
45,-30,37
55,-46,9
-28,-37,0
-40,-34,-46
-35,-34,-51
-16,-49,-15
47,-108,21
127,-128,36
127,-117,90
127,-74,76
127,-1,40
61,31,34
38,32,26
15,34,18
5,42,13
-11,68,11
-9,79,12
14,74,27
65,52,52
104,46,51
127,11,65
127,-14,65
127,-86,26
96,-95,12
57,-84,17
20,-70,10
-4,-62,4
-18,-46,-8
-37,-36,-14
-35,-38,-15
-11,-59,-12
4,-74,3
79,-77,52
127,-116,84
127,-91,92
127,-8,46
114,24,39
54,33,40
12,27,22
3,23,12
-14,25,1
-19,32,1
-28,38,1
-45,49,-8
-17,57,-16
127,57,12
127,70,-22
127,-20,-51
127,-105,-43
127,-86,-31
52,-64,-1
28,-53,6
13,-43,4
-2,-45,-5
-59,-35,-40
-51,-12,-42
-24,-16,-29
-16,-20,2
-34,-24,1
119,-92,42
127,-128,117
127,-113,81
127,3,35
96,13,39
14,20,26
-9,20,6
-13,21,3
-22,27,3
-20,37,1
-18,71,-14
22,77,-13
63,71,-17
127,80,-37
127,45,-79
127,-58,-128
122,-81,-43
119,-69,2
32,-63,-4
42,-65,10
13,-47,37
-11,-39,15
-21,-51,10
-6,-52,2
-7,-68,-13
7,-88,-1
59,-101,-2
127,-128,-5
127,-79,19
127,-2,34
77,68,37
24,52,24
-12,41,14
-27,25,15
-24,27,17
-13,46,19
-14,50,19
0,53,14
27,48,15
58,52,23
127,61,78
127,-4,88
127,-128,2
124,-120,3
47,-78,35
19,-65,15
-11,-56,-4
-66,-43,-29
-77,-36,-36
-58,-42,-34
-18,-45,-24
-18,-49,-23
-18,-62,6
127,-128,127
127,-128,127
127,-33,73
90,35,63
14,22,33
-4,24,21
-14,26,8
-8,23,8
-7,30,8
-16,52,9
-14,55,11
7,52,14
16,60,23
127,70,65
127,-25,109
127,-128,57
101,-84,9
56,-65,21
42,-57,28
-16,-41,-2
-39,-42,-14
-51,-40,-30
-53,-29,-37
-21,-26,-25
-7,-48,-19
-18,-51,-16
58,-92,68
127,-128,127
127,-128,110
93,1,65
70,54,64
17,17,30
-6,26,15
-12,28,8
-9,32,7
-8,39,9
16,50,21
25,53,23
38,46,25
74,42,28
127,39,90
127,-128,37
127,-128,11
30,-66,31
35,-65,27
8,-50,6
-47,-36,-8
-57,-31,-20
-58,-31,-33
-44,-30,-33
-19,-39,-22
-41,-45,-17
41,-62,47
127,-128,127
127,-128,106
69,-18,67
38,33,51
3,10,29
-11,32,17
-9,27,23
-8,21,24
-13,26,17
-17,37,11
4,32,20
21,36,27
127,40,65
127,20,93
127,-128,66
127,-97,26
64,-77,27
36,-69,23
17,-68,16
-28,-50,-5
-51,-36,-15
-63,-29,-25
-45,-20,-29
-23,-31,-22
-24,-42,-14
108,-63,78
127,-128,127
127,-128,90
122,-77,59
71,51,67
6,9,27
-19,21,12
-9,23,8
0,14,11
1,22,16
5,31,17
24,52,8
62,82,3
97,84,6
127,88,71
127,27,67
127,-128,13
108,-74,46
84,-108,26
-4,-66,-4
-29,-52,-3
-28,-54,2
-49,-32,-17
-51,-28,-22
-38,-38,-14
-33,-45,-11
-26,-59,-25
71,-128,-14
127,-128,32
62,-128,-31
86,-128,-4
127,-64,38
98,1,48
70,6,53
66,18,55
63,21,47
56,22,40
86,17,37
123,-19,18
127,-104,5
127,-128,-25
81,-128,-69
39,-128,-62
12,-127,-2
-74,-91,-41
-124,-63,-29
-128,-61,-34
-116,-56,-26
-75,-43,-10
-79,-61,-46
-17,-92,-43
124,-128,21
127,-128,28
127,-128,-2
47,-97,32
75,-60,46
83,-28,35
47,-9,34
31,18,47
38,26,56
44,30,61
43,28,69
42,33,56
102,19,41
127,-8,68
127,-128,10
127,-128,-27
86,-128,-20
14,-128,-16
-10,-87,-12
-44,-19,-23
-46,-12,-29
-48,-15,-28
-55,0,-30
-44,-5,-28
-25,-24,-11
-21,-52,-5
30,-81,43
127,-128,127
127,-128,83
104,-35,88
65,23,64
11,14,37
-13,28,18
-13,24,26
-7,26,27
-6,33,20
-1,41,18
13,38,21
22,34,19
87,20,44
127,-1,102
127,-68,101
127,-128,53
116,-112,36
49,-78,26
28,-58,26
-21,-33,-1
-55,-16,-25
-54,-10,-24
-55,-9,-29
-44,-20,-25
-30,-47,-15
-38,-105,-24
51,-128,15
127,-128,123
127,-128,78
67,-4,48
23,19,42
16,21,38
2,22,27
-8,21,20
-17,15,6
-17,19,3
-12,27,10
5,25,11
4,25,6
56,47,33
127,34,99
127,-128,106
79,-120,39
53,-99,38
44,-66,42
30,-63,24
-33,-54,-19
-68,-34,-56
-64,-24,-64
-28,-16,-44
-18,-21,-35
-20,-30,-34
-6,-51,35
120,-110,86
127,-128,127
127,-111,121
89,-19,88
43,15,68
-22,21,28
-7,23,14
-6,19,12
-7,26,18
-4,30,21
17,30,27
32,26,23
69,36,33
127,-13,107
127,-111,90
127,-128,45
46,-88,42
44,-79,36
-6,-61,-2
-36,-40,-20
-67,-24,-38
-60,-24,-46
-42,-25,-45
-26,-10,-36
-32,1,-29
13,-20,9
127,-128,127
127,-128,127
45,-83,61
42,-11,54
46,19,41
-15,33,10
-20,33,14
-5,38,11
9,47,18
88,46,50
89,55,49
127,61,75
127,11,80
127,-19,67
127,-22,40
117,-40,0
19,-19,-2
55,-41,25
39,-56,15
-10,-42,-20
-29,-43,-20
-9,-49,1
38,-15,-14
43,8,-7
24,29,49
24,78,41
127,109,95
59,91,122
53,80,101
38,88,28
15,54,30
20,2,8
-21,-19,-21
-54,-32,-20
-51,-16,-15
-43,-5,-13
8,49,20
45,72,48
67,126,56
127,119,68
127,85,71
121,44,59
82,17,38
39,-13,20
24,-28,21
14,-33,12
-21,-37,-5
-28,-35,-9
-21,-20,-11
-9,-31,-1
5,-45,6
-10,-73,-8
38,-89,26
127,-128,127
127,-128,35
101,-68,34
54,3,6
20,37,13
6,45,29
4,28,31
-24,41,19
-10,58,20
-5,57,18
-12,52,15
-28,49,8
-4,55,6
127,-2,127
127,-128,82
126,-128,-16
45,-114,-7
47,-69,28
6,-42,-1
-23,-32,-16
-51,-28,-30
-62,-24,-40
-76,-11,-53
-30,-29,-30
-34,-33,-20
20,-75,25
127,-128,53
127,-128,104
127,-120,71
46,6,45
-18,35,22
-27,20,15
-4,18,16
-5,18,14
-8,28,3
-2,48,8
9,53,9
49,61,20
63,56,22
127,84,62
127,-16,91
127,-128,47
103,-97,15
58,-48,26
56,-48,23
-7,-45,-3
-44,-44,-16
-63,-38,-43
-52,-37,-51
-18,-54,-27
-15,-57,-22
3,-59,18
127,-128,127
127,-128,127
127,-67,64
80,5,52
54,55,48
10,23,28
-10,28,14
-18,23,2
-14,28,0
-10,50,6
8,65,15
9,84,21
62,98,46
127,83,89
127,-11,125
127,-128,24
127,-128,-10
65,-72,25
47,-53,25
-16,-42,-17
-63,-40,-47
-61,-35,-50
-48,-37,-42
-26,-43,-36
-20,-54,-29
-50,-77,-9
77,-105,45
127,-128,127
127,-126,109
75,18,67
33,55,50
-11,23,24
5,26,11
1,20,7
-4,25,3
-4,31,5
-5,41,12
11,48,14
18,53,21
107,56,49
127,59,87
127,-65,85
127,-128,9
81,-73,15
47,-51,39
42,-44,23
-31,-46,-22
-66,-48,-56
-71,-28,-64
-21,-32,-45
1,-37,-26
-28,-47,-26
-29,-118,70
127,-128,127
127,-111,79
90,-37,73
60,42,60
20,8,50
-12,23,21
-5,12,7
-6,13,3
1,26,5
3,32,8
13,56,8
47,57,22
83,62,31
127,48,112
127,-54,91
127,-128,12
48,-69,27
58,-59,37
-1,-39,-5
-31,-37,-25
-51,-31,-33
-53,-31,-36
-34,-32,-33
-1,-46,-20
-3,-50,-17
50,-77,81
127,-128,127
127,-128,116
86,30,82
87,31,63
-18,20,18
-23,30,6
-14,18,0
-8,32,0
-2,41,6
7,58,14
5,63,21
-42,47,38
127,53,110
127,33,127
127,-128,38
127,-105,25
102,-97,40
20,-66,2
-29,-57,-27
-56,-55,-49
-65,-46,-55
-76,-37,-67
-39,-38,-55
-41,-35,-46
-85,-41,-71
-57,-59,-29
127,-128,97
127,-128,118
127,-32,83
-5,72,31
-51,39,25
0,24,13
2,21,9
-2,24,4
-5,43,-4
-5,54,-5
18,58,3
33,60,11
123,58,37
127,25,106
127,-114,56
127,-128,-12
56,-66,6
49,-64,31
-2,-45,-4
-37,-47,-22
-76,-42,-36
-80,-26,-36
-30,-44,-30
-13,-60,-29
-32,-58,0
127,-128,52
127,-128,127
127,-54,103
127,-34,45
-20,24,10
2,18,21
17,15,24
1,19,7
-10,23,3
-8,42,7
15,41,14
18,45,14
39,52,26
90,47,49
127,59,105
127,-109,69
127,-128,17
69,-62,22
52,-64,34
11,-57,3
-60,-51,-36
-68,-45,-50
-52,-41,-51
-30,-37,-35
-15,-44,-28
-18,-47,-24
20,-80,45
127,-128,127
127,-128,127
106,5,79
44,49,58
-10,13,34
-3,12,18
-6,13,5
-11,34,-5
-12,49,-2
-1,76,8
35,73,24
79,57,38
127,61,99
127,17,108
127,-128,44
69,-71,15
52,-54,26
24,-28,24
2,-27,9
-35,-32,-20
-45,-27,-42
-45,-28,-45
-8,-39,-30
-7,-43,-31
-24,-50,-25
-25,-67,20
127,-128,127
127,-108,100
127,-50,80
60,41,63
20,15,44
-13,33,12
2,22,16
12,29,23
2,45,12
6,51,10
10,48,8
49,42,27
88,46,31
127,53,78
127,-14,76
127,-128,-12
24,-67,18
28,-59,23
10,-43,5
-2,-30,-6
-42,-23,-20
-58,-30,-45
-47,-29,-47
-11,-45,-30
-14,-52,-17
8,-59,44
127,-105,75
127,-128,127
114,-39,78
51,21,59
18,18,40
2,9,29
-12,20,16
-12,26,5
-8,40,7
11,54,22
22,53,19
32,64,16
116,47,35
127,67,54
127,-47,77
127,-128,20
55,-75,8
16,-56,19
32,-52,19
-25,-47,-8
-50,-46,-21
-75,-38,-48
-57,-37,-45
-7,-47,-24
-22,-57,-20
-32,-61,-5
127,-128,77
127,-128,108
127,-80,77
53,35,42
35,31,36
-12,18,14
-11,25,9
-13,24,4
-11,50,6
-7,58,9
2,57,15
14,52,22
56,42,42
127,55,123
127,-5,109
127,-128,7
121,-98,7
62,-73,26
56,-55,23
-9,-34,-10
-43,-33,-23
-57,-34,-35
-47,-38,-63
-22,-45,-54
-19,-44,-27
-44,-54,-39
40,-64,17
127,-128,127
127,-128,96
69,-7,43
27,41,46
2,14,30
-7,23,10
-11,19,6
-6,20,4
-9,35,3
-4,42,5
8,53,8
17,63,10
42,62,13
127,73,86
127,40,115
127,-128,22
127,-128,15
48,-51,38
50,-58,33
-8,-45,2
-44,-52,-22
-57,-45,-31
-51,-28,-40
-26,-35,-33
-19,-44,-18
8,-64,25
127,-123,96
127,-128,117
127,-72,69
66,43,60
7,20,29
-6,26,16
-7,23,12
-9,23,10
-7,31,4
-3,44,9
